Host: mne-ubu  Current process id: 15164
./linkern -s 42 -S linkern.tour -R 1000000000 -t 18000 ./cities1k.tsp
Chained Lin-Kernighan with seed 42
Problem Name: traveling-santa-2018-prime-paths
traveling-santa-2018-prime-paths
Problem Type: TSP
Number of Nodes: 197769
Rounded Euclidean Norm (CC_EUCLIDEAN)
Time to build kdtree: 0.05
..................................................................................................................................................................................................... 908246 edges
Time to find quad 2-nearest: 0.90
Grow a Quick-Boruvka tour 
...................
Length of Quick-Boruvka Tour: 1664310972.00
Time to grow tour: 0.14
linkern ...
Starting Cycle: 1664310972
   0 Steps   Best: 1515290198   5.13 seconds
9903999 Steps   Best: 1503261486   16813.14 seconds
9904999 Steps   Best: 1503261486   16814.82 seconds
9905999 Steps   Best: 1503261486   16816.45 seconds
9906999 Steps   Best: 1503261486   16818.12 seconds
9907999 Steps   Best: 1503261486   16819.82 seconds
9908999 Steps   Best: 1503261486   16821.39 seconds
9909999 Steps   Best: 1503261486   16823.11 seconds
9910999 Steps   Best: 1503261486   16824.85 seconds
9911999 Steps   Best: 1503261486   16826.55 seconds
9912999 Steps   Best: 1503261486   16828.18 seconds
9913999 Steps   Best: 1503261486   16829.83 seconds
9914999 Steps   Best: 1503261486   16831.54 seconds
9915437 Steps   Best: 1503261251   16832.27 seconds
9915999 Steps   Best: 1503261251   16833.18 seconds
9916999 Steps   Best: 1503261251   16834.94 seconds
9917999 Steps   Best: 1503261251   16836.62 seconds
9918999 Steps   Best: 1503261251   16838.30 seconds
9919999 Steps   Best: 1503261251   16839.93 seconds
Wrote the tour to linkern.tour
9920999 Steps   Best: 1503261251   16841.63 seconds
9921999 Steps   Best: 1503261251   16843.26 seconds
9922999 Steps   Best: 1503261251   16844.90 seconds
9923999 Steps   Best: 1503261251   16846.58 seconds
9924999 Steps   Best: 1503261251   16848.34 seconds
9925999 Steps   Best: 1503261251   16850.02 seconds
9926999 Steps   Best: 1503261251   16851.70 seconds
9927999 Steps   Best: 1503261251   16853.35 seconds
9928999 Steps   Best: 1503261251   16854.98 seconds
9929999 Steps   Best: 1503261251   16856.68 seconds
9930999 Steps   Best: 1503261251   16858.33 seconds
9931999 Steps   Best: 1503261251   16860.02 seconds
9932999 Steps   Best: 1503261251   16861.67 seconds
9933999 Steps   Best: 1503261251   16863.27 seconds
9934999 Steps   Best: 1503261251   16864.91 seconds
9935999 Steps   Best: 1503261251   16866.57 seconds
9936665 Steps   Best: 1503260988   16867.71 seconds
9936999 Steps   Best: 1503260988   16868.24 seconds
9937999 Steps   Best: 1503260988   16869.93 seconds
9938999 Steps   Best: 1503260988   16871.61 seconds
9939999 Steps   Best: 1503260988   16873.26 seconds
Wrote the tour to linkern.tour
9940999 Steps   Best: 1503260988   16875.01 seconds
9941999 Steps   Best: 1503260988   16876.72 seconds
9942999 Steps   Best: 1503260988   16878.37 seconds
9943999 Steps   Best: 1503260988   16880.07 seconds
9944999 Steps   Best: 1503260988   16881.71 seconds
9945999 Steps   Best: 1503260988   16883.47 seconds
9946999 Steps   Best: 1503260988   16885.13 seconds
9947999 Steps   Best: 1503260988   16886.89 seconds
9948999 Steps   Best: 1503260988   16888.48 seconds
9949999 Steps   Best: 1503260988   16890.15 seconds
9950999 Steps   Best: 1503260988   16891.78 seconds
9951999 Steps   Best: 1503260988   16893.49 seconds
9952999 Steps   Best: 1503260988   16895.15 seconds
9953999 Steps   Best: 1503260988   16896.82 seconds
9954999 Steps   Best: 1503260988   16898.48 seconds
9955999 Steps   Best: 1503260988   16900.20 seconds
9956999 Steps   Best: 1503260988   16901.92 seconds
9957999 Steps   Best: 1503260988   16903.55 seconds
9958999 Steps   Best: 1503260988   16905.23 seconds
9959999 Steps   Best: 1503260988   16906.90 seconds
9960999 Steps   Best: 1503260988   16908.49 seconds
9961999 Steps   Best: 1503260988   16910.16 seconds
9962999 Steps   Best: 1503260988   16911.87 seconds
9963999 Steps   Best: 1503260988   16913.51 seconds
9964999 Steps   Best: 1503260988   16915.20 seconds
9965999 Steps   Best: 1503260988   16916.87 seconds
9966999 Steps   Best: 1503260988   16918.61 seconds
9967999 Steps   Best: 1503260988   16920.23 seconds
9968999 Steps   Best: 1503260988   16921.90 seconds
9969999 Steps   Best: 1503260988   16923.53 seconds
9970999 Steps   Best: 1503260988   16925.17 seconds
9971999 Steps   Best: 1503260988   16926.81 seconds
9972999 Steps   Best: 1503260988   16928.41 seconds
9973999 Steps   Best: 1503260988   16930.04 seconds
9974999 Steps   Best: 1503260988   16931.76 seconds
9975858 Steps   Best: 1503260810   16933.23 seconds
9975999 Steps   Best: 1503260810   16933.47 seconds
9976999 Steps   Best: 1503260810   16935.12 seconds
9977264 Steps   Best: 1503260783   16935.56 seconds
9977999 Steps   Best: 1503260783   16936.83 seconds
9978999 Steps   Best: 1503260783   16938.53 seconds
9979999 Steps   Best: 1503260783   16940.10 seconds
Wrote the tour to linkern.tour
9980999 Steps   Best: 1503260783   16941.86 seconds
9981999 Steps   Best: 1503260783   16943.55 seconds
9982999 Steps   Best: 1503260783   16945.17 seconds
9983999 Steps   Best: 1503260783   16946.73 seconds
9984999 Steps   Best: 1503260783   16948.35 seconds
9985999 Steps   Best: 1503260783   16950.10 seconds
9986999 Steps   Best: 1503260783   16951.77 seconds
9987999 Steps   Best: 1503260783   16953.47 seconds
9988999 Steps   Best: 1503260783   16955.11 seconds
9989999 Steps   Best: 1503260783   16956.76 seconds
9990942 Steps   Best: 1503260461   16958.30 seconds
9990999 Steps   Best: 1503260461   16958.38 seconds
9991999 Steps   Best: 1503260461   16960.12 seconds
9992999 Steps   Best: 1503260461   16961.85 seconds
9993999 Steps   Best: 1503260461   16963.57 seconds
9994152 Steps   Best: 1503260394   16963.81 seconds
9994999 Steps   Best: 1503260394   16965.23 seconds
9995999 Steps   Best: 1503260394   16966.87 seconds
9996999 Steps   Best: 1503260394   16968.51 seconds
9997999 Steps   Best: 1503260394   16970.15 seconds
9998999 Steps   Best: 1503260394   16971.83 seconds
9999999 Steps   Best: 1503260394   16973.50 seconds
Wrote the tour to linkern.tour
10000999 Steps   Best: 1503260394   16975.16 seconds
10001166 Steps   Best: 1503260363   16975.43 seconds
10001999 Steps   Best: 1503260363   16976.80 seconds
10002999 Steps   Best: 1503260363   16978.46 seconds
10003999 Steps   Best: 1503260363   16980.14 seconds
10004999 Steps   Best: 1503260363   16981.82 seconds
10005999 Steps   Best: 1503260363   16983.48 seconds
10006999 Steps   Best: 1503260363   16985.17 seconds
10007999 Steps   Best: 1503260363   16986.85 seconds
10008999 Steps   Best: 1503260363   16988.45 seconds
10009999 Steps   Best: 1503260363   16990.09 seconds
Wrote the tour to linkern.tour
10010999 Steps   Best: 1503260363   16991.81 seconds
10011999 Steps   Best: 1503260363   16993.42 seconds
10012999 Steps   Best: 1503260363   16995.07 seconds
10013999 Steps   Best: 1503260363   16996.72 seconds
10014999 Steps   Best: 1503260363   16998.36 seconds
10015999 Steps   Best: 1503260363   16999.98 seconds
10016999 Steps   Best: 1503260363   17001.58 seconds
10017999 Steps   Best: 1503260363   17003.30 seconds
10018999 Steps   Best: 1503260363   17004.99 seconds
10019999 Steps   Best: 1503260363   17006.66 seconds
10020999 Steps   Best: 1503260363   17008.36 seconds
10021999 Steps   Best: 1503260363   17010.14 seconds
10022999 Steps   Best: 1503260363   17011.82 seconds
10023999 Steps   Best: 1503260363   17013.53 seconds
10024999 Steps   Best: 1503260363   17015.22 seconds
10025999 Steps   Best: 1503260363   17016.87 seconds
10026999 Steps   Best: 1503260363   17018.54 seconds
10027999 Steps   Best: 1503260363   17020.28 seconds
10028999 Steps   Best: 1503260363   17021.96 seconds
10029999 Steps   Best: 1503260363   17023.63 seconds
10030999 Steps   Best: 1503260363   17025.34 seconds
10031416 Steps   Best: 1503260352   17026.04 seconds
10031999 Steps   Best: 1503260352   17027.08 seconds
10032999 Steps   Best: 1503260352   17028.84 seconds
10033999 Steps   Best: 1503260352   17030.47 seconds
10034999 Steps   Best: 1503260352   17032.23 seconds
10035999 Steps   Best: 1503260352   17033.91 seconds
10036999 Steps   Best: 1503260352   17035.59 seconds
10037999 Steps   Best: 1503260352   17037.19 seconds
10038999 Steps   Best: 1503260352   17038.81 seconds
10039999 Steps   Best: 1503260352   17040.52 seconds
Wrote the tour to linkern.tour
10040999 Steps   Best: 1503260352   17042.22 seconds
10041999 Steps   Best: 1503260352   17043.84 seconds
10042999 Steps   Best: 1503260352   17045.51 seconds
10043999 Steps   Best: 1503260352   17047.18 seconds
10044999 Steps   Best: 1503260352   17048.89 seconds
10045999 Steps   Best: 1503260352   17050.52 seconds
10046999 Steps   Best: 1503260352   17052.16 seconds
10047999 Steps   Best: 1503260352   17053.77 seconds
10048999 Steps   Best: 1503260352   17055.46 seconds
10049999 Steps   Best: 1503260352   17057.14 seconds
10050373 Steps   Best: 1503260303   17057.77 seconds
10050999 Steps   Best: 1503260303   17058.79 seconds
10051999 Steps   Best: 1503260303   17060.43 seconds
10052999 Steps   Best: 1503260303   17062.11 seconds
10053999 Steps   Best: 1503260303   17063.86 seconds
10054999 Steps   Best: 1503260303   17065.49 seconds
10055999 Steps   Best: 1503260303   17067.16 seconds
10056999 Steps   Best: 1503260303   17068.75 seconds
10057999 Steps   Best: 1503260303   17070.36 seconds
10058999 Steps   Best: 1503260303   17072.10 seconds
10059999 Steps   Best: 1503260303   17073.80 seconds
Wrote the tour to linkern.tour
10060999 Steps   Best: 1503260303   17075.50 seconds
10061999 Steps   Best: 1503260303   17077.15 seconds
10062999 Steps   Best: 1503260303   17078.78 seconds
10063999 Steps   Best: 1503260303   17080.36 seconds
10064999 Steps   Best: 1503260303   17082.00 seconds
10065999 Steps   Best: 1503260303   17083.62 seconds
10066999 Steps   Best: 1503260303   17085.21 seconds
10067999 Steps   Best: 1503260303   17086.99 seconds
10068999 Steps   Best: 1503260303   17088.55 seconds
10069999 Steps   Best: 1503260303   17090.17 seconds
10070999 Steps   Best: 1503260303   17091.81 seconds
10071999 Steps   Best: 1503260303   17093.40 seconds
10072999 Steps   Best: 1503260303   17095.13 seconds
10073999 Steps   Best: 1503260303   17096.79 seconds
10074999 Steps   Best: 1503260303   17098.42 seconds
10075999 Steps   Best: 1503260303   17100.00 seconds
10076999 Steps   Best: 1503260303   17101.70 seconds
10077999 Steps   Best: 1503260303   17103.31 seconds
10078999 Steps   Best: 1503260303   17104.94 seconds
10079999 Steps   Best: 1503260303   17106.57 seconds
10080999 Steps   Best: 1503260303   17108.24 seconds
10081999 Steps   Best: 1503260303   17109.88 seconds
10082999 Steps   Best: 1503260303   17111.60 seconds
10083999 Steps   Best: 1503260303   17113.27 seconds
10084999 Steps   Best: 1503260303   17115.01 seconds
10085999 Steps   Best: 1503260303   17116.61 seconds
10086999 Steps   Best: 1503260303   17118.26 seconds
10087999 Steps   Best: 1503260303   17119.87 seconds
10088999 Steps   Best: 1503260303   17121.55 seconds
10089999 Steps   Best: 1503260303   17123.26 seconds
10090999 Steps   Best: 1503260303   17124.93 seconds
10091999 Steps   Best: 1503260303   17126.59 seconds
10092999 Steps   Best: 1503260303   17128.37 seconds
10093999 Steps   Best: 1503260303   17129.97 seconds
10094999 Steps   Best: 1503260303   17131.61 seconds
10095999 Steps   Best: 1503260303   17133.35 seconds
10096999 Steps   Best: 1503260303   17134.98 seconds
10097999 Steps   Best: 1503260303   17136.63 seconds
10098999 Steps   Best: 1503260303   17138.27 seconds
10099999 Steps   Best: 1503260303   17139.95 seconds
10100999 Steps   Best: 1503260303   17141.72 seconds
10101039 Steps   Best: 1503259992   17141.79 seconds
10101999 Steps   Best: 1503259992   17143.34 seconds
10102999 Steps   Best: 1503259992   17145.03 seconds
10103999 Steps   Best: 1503259992   17146.81 seconds
10104999 Steps   Best: 1503259992   17148.42 seconds
10105629 Steps   Best: 1503259717   17149.47 seconds
10105999 Steps   Best: 1503259717   17150.13 seconds
10106999 Steps   Best: 1503259717   17151.82 seconds
10107355 Steps   Best: 1503259286   17152.42 seconds
10107999 Steps   Best: 1503259286   17153.51 seconds
10108999 Steps   Best: 1503259286   17155.24 seconds
10109999 Steps   Best: 1503259286   17156.92 seconds
Wrote the tour to linkern.tour
10110999 Steps   Best: 1503259286   17158.58 seconds
10111999 Steps   Best: 1503259286   17160.33 seconds
10112999 Steps   Best: 1503259286   17162.05 seconds
10113999 Steps   Best: 1503259286   17163.70 seconds
10114999 Steps   Best: 1503259286   17165.33 seconds
10115759 Steps   Best: 1503259162   17166.62 seconds
10115999 Steps   Best: 1503259162   17167.04 seconds
10116999 Steps   Best: 1503259162   17168.66 seconds
10117999 Steps   Best: 1503259162   17170.27 seconds
10118999 Steps   Best: 1503259162   17171.92 seconds
10119999 Steps   Best: 1503259162   17173.53 seconds
Wrote the tour to linkern.tour
10120999 Steps   Best: 1503259162   17175.26 seconds
10121999 Steps   Best: 1503259162   17176.99 seconds
10122999 Steps   Best: 1503259162   17178.63 seconds
10123999 Steps   Best: 1503259162   17180.35 seconds
10124999 Steps   Best: 1503259162   17182.07 seconds
10125999 Steps   Best: 1503259162   17183.72 seconds
10126999 Steps   Best: 1503259162   17185.40 seconds
10127300 Steps   Best: 1503259036   17185.90 seconds
10127999 Steps   Best: 1503259036   17187.04 seconds
10128999 Steps   Best: 1503259036   17188.66 seconds
10129999 Steps   Best: 1503259036   17190.30 seconds
Wrote the tour to linkern.tour
10130999 Steps   Best: 1503259036   17191.93 seconds
10131999 Steps   Best: 1503259036   17193.69 seconds
10132606 Steps   Best: 1503258778   17194.73 seconds
10132999 Steps   Best: 1503258778   17195.40 seconds
10133999 Steps   Best: 1503258778   17197.12 seconds
10134999 Steps   Best: 1503258778   17198.82 seconds
10135999 Steps   Best: 1503258778   17200.50 seconds
10136999 Steps   Best: 1503258778   17202.25 seconds
10137999 Steps   Best: 1503258778   17203.92 seconds
10138999 Steps   Best: 1503258778   17205.56 seconds
10139999 Steps   Best: 1503258778   17207.21 seconds
Wrote the tour to linkern.tour
10140999 Steps   Best: 1503258778   17208.86 seconds
10141999 Steps   Best: 1503258778   17210.64 seconds
10142999 Steps   Best: 1503258778   17212.37 seconds
10143999 Steps   Best: 1503258778   17214.03 seconds
10144999 Steps   Best: 1503258778   17215.68 seconds
10145999 Steps   Best: 1503258778   17217.33 seconds
10146999 Steps   Best: 1503258778   17219.11 seconds
10147999 Steps   Best: 1503258778   17220.74 seconds
10148999 Steps   Best: 1503258778   17222.41 seconds
10149999 Steps   Best: 1503258778   17224.03 seconds
10150999 Steps   Best: 1503258778   17225.74 seconds
10151999 Steps   Best: 1503258778   17227.35 seconds
10152999 Steps   Best: 1503258778   17229.07 seconds
10153999 Steps   Best: 1503258778   17230.84 seconds
10154999 Steps   Best: 1503258778   17232.53 seconds
10155999 Steps   Best: 1503258778   17234.25 seconds
10156862 Steps   Best: 1503258770   17235.69 seconds
10156999 Steps   Best: 1503258770   17235.94 seconds
10157999 Steps   Best: 1503258770   17237.53 seconds
10158999 Steps   Best: 1503258770   17239.28 seconds
10159999 Steps   Best: 1503258770   17240.93 seconds
Wrote the tour to linkern.tour
10160999 Steps   Best: 1503258770   17242.63 seconds
10161999 Steps   Best: 1503258770   17244.32 seconds
10162999 Steps   Best: 1503258770   17245.94 seconds
10163999 Steps   Best: 1503258770   17247.62 seconds
10164999 Steps   Best: 1503258770   17249.25 seconds
10165999 Steps   Best: 1503258770   17250.90 seconds
10166999 Steps   Best: 1503258770   17252.59 seconds
10167999 Steps   Best: 1503258770   17254.25 seconds
10168999 Steps   Best: 1503258770   17255.95 seconds
10169999 Steps   Best: 1503258770   17257.60 seconds
10170999 Steps   Best: 1503258770   17259.19 seconds
10171999 Steps   Best: 1503258770   17260.84 seconds
10172999 Steps   Best: 1503258770   17262.57 seconds
10173999 Steps   Best: 1503258770   17264.30 seconds
10174999 Steps   Best: 1503258770   17265.93 seconds
10175999 Steps   Best: 1503258770   17267.74 seconds
10176999 Steps   Best: 1503258770   17269.45 seconds
10177999 Steps   Best: 1503258770   17271.17 seconds
10178999 Steps   Best: 1503258770   17272.85 seconds
10179999 Steps   Best: 1503258770   17274.51 seconds
10180999 Steps   Best: 1503258770   17276.14 seconds
10181999 Steps   Best: 1503258770   17277.88 seconds
10182999 Steps   Best: 1503258770   17279.49 seconds
10183999 Steps   Best: 1503258770   17281.14 seconds
10184999 Steps   Best: 1503258770   17282.92 seconds
10185167 Steps   Best: 1503258393   17283.19 seconds
10185999 Steps   Best: 1503258393   17284.52 seconds
10186999 Steps   Best: 1503258393   17286.21 seconds
10187999 Steps   Best: 1503258393   17287.90 seconds
10188999 Steps   Best: 1503258393   17289.55 seconds
10189999 Steps   Best: 1503258393   17291.27 seconds
Wrote the tour to linkern.tour
10190999 Steps   Best: 1503258393   17292.94 seconds
10191999 Steps   Best: 1503258393   17294.68 seconds
10192999 Steps   Best: 1503258393   17296.32 seconds
10193999 Steps   Best: 1503258393   17297.97 seconds
10194999 Steps   Best: 1503258393   17299.54 seconds
10195999 Steps   Best: 1503258393   17301.29 seconds
10196999 Steps   Best: 1503258393   17302.97 seconds
10197999 Steps   Best: 1503258393   17304.64 seconds
10198643 Steps   Best: 1503257940   17305.67 seconds
10198999 Steps   Best: 1503257940   17306.28 seconds
10199999 Steps   Best: 1503257940   17307.98 seconds
Wrote the tour to linkern.tour
10200999 Steps   Best: 1503257940   17309.72 seconds
10201999 Steps   Best: 1503257940   17311.34 seconds
10202999 Steps   Best: 1503257940   17312.98 seconds
10203999 Steps   Best: 1503257940   17314.66 seconds
10204999 Steps   Best: 1503257940   17316.32 seconds
10205999 Steps   Best: 1503257940   17317.95 seconds
10206999 Steps   Best: 1503257940   17319.65 seconds
10207999 Steps   Best: 1503257940   17321.33 seconds
10208999 Steps   Best: 1503257940   17323.06 seconds
10209999 Steps   Best: 1503257940   17324.73 seconds
10210999 Steps   Best: 1503257940   17326.39 seconds
10211999 Steps   Best: 1503257940   17328.02 seconds
10212728 Steps   Best: 1503257937   17329.21 seconds
